       jd             rh            delta   phase                  r                  g
2458370.5 2.657803144015 3.40031124374441 13.0026 19.859830208830385  20.35762055838045
2458371.5 2.656634308717  3.3920732897737 13.1608 19.859152689448603  20.35694303899867
2458372.5 2.655458567454 3.38372182935082 13.3188 19.858359383916646  20.35614973346671
2458373.5 2.654275929577 3.37525766302711 13.4768 19.857457687442384  20.35524803699245
2458374.5 2.653086404526 3.36668164140646 13.6346 19.856441026893282 20.354231376443348
2458375.5 2.651890001834 3.35799463171227 13.7923  19.85531325414177 20.353103603691835
2458376.5 2.650686731123 3.34919749258997 13.9497  19.85406778933115 20.351858138881216
2458377.5 2.649476602106 3.34029105879367 14.1069  19.85270839386251 20.350498743412576
2458378.5 2.648259624589 3.33127613418784 14.2638   19.8512318738371 20.349022223387166
2458379.5 2.647035808467 3.32215349013069 14.4205 19.849641858573417 20.347432208123482
2458380.5 2.645805163725 3.31292386636405 14.5768  19.84793164995895 20.345721999509017
2458381.5 2.644567700444 3.30358797225822 14.7327  19.84610137624901 20.343891725799075
2458382.5 2.643323428792 3.29414648711406 14.8882 19.844151114786033   20.3419414643361
2458383.5 2.642072359033  3.2846000589812 15.0434  19.84208427990076 20.339874629450826
2458384.5 2.640814501524 3.27494930207843  15.198 19.839890687276775  20.33768103682684
2458385.5 2.639549866715 3.26519479341837 15.3522  19.83757705297247 20.335367402522536
2458386.5 2.638278465149 3.25533706964514 15.5059 19.835139887130218 20.332930236680284
2458387.5 2.637000307468 3.24537662533243 15.6591  19.83257903378426 20.330369383334325
2458388.5 2.635715404407 3.23531391398598 15.8117  19.82989093818846 20.327681287738525
2458389.5 2.634423766799 3.22514935270646 15.9638 19.827078707383578 20.324869056933643
2458390.5 2.633125405572 3.21488333096204 16.1152 19.824135380669574  20.32192573021964
2458391.5 2.631820331756 3.20451622336373  16.266 19.821063998474497 20.318854348024562
2458392.5 2.630508556478 3.19404840592992 16.4161 19.817860916320335   20.3156512658704
2458393.5 2.629190090965 3.18348027516302 16.5655 19.814525821677734   20.3123161712278
2458394.5 2.627864946546 3.17281226923487 16.7142  19.81105840991337 20.308848759463437
2458395.5 2.626533134652  3.1620448904096 16.8621 19.807455105318226  20.30524545486829
2458396.5 2.625194666817 3.15117872723474 17.0091 19.803712401234066  20.30150275078413
2458397.5 2.623849554677 3.14021447396481 17.1553 19.799833437062073  20.29762378661214
2458398.5 2.622497809977 3.12915294359594 17.3007  19.79581811576414 20.293608465314204
2458399.5 2.621139444563 3.11799507069116  17.445 19.791656606749154  20.28944695629922
2458400.5 2.619774470392 3.10674190170379 17.5884 19.787355530503763  20.28514588005383
2458401.5 2.618402899525 3.09539457368243 17.7308 19.782911741474578 20.280702091024644
2458402.5 2.617024744132 3.08395428569351 17.8722 19.778325401039098 20.276115750589163
2458403.5 2.615640016491 3.07242226915518 18.0125  19.77359344149101 20.271383791041075
2458404.5 2.614248728989 3.06079976262113 18.1516 19.768712815862777 20.266503165412843
2458405.5 2.612850894123 3.04908799405982 18.2896 19.763686942791306  20.26147729234137
2458406.5   2.6114465245 3.03728817087312 18.4265 19.758515968454766  20.25630631800483
2458407.5 2.610035632838 3.02540147597105 18.5621 19.753193578186448 20.250983927736513
2458408.5 2.608618231968 3.01342906747845 18.6965 19.747723109787838 20.245513459337904
2458409.5 2.607194334833 3.00137207978261 18.8296 19.742101439454718 20.239891789004783
2458410.5 2.605763954489  2.9892316241805 18.9614 19.736328638152315  20.23411898770238
2458411.5 2.604327104108 2.97700878803924 19.0919  19.73040474789756 20.228195097447625
2458412.5 2.602883796977 2.96470463202717  19.221 19.724326591644537 20.222116941194603
2458413.5 2.601434046498 2.95232018561779 19.3487   19.7180941616632 20.215884511213265
2458414.5 2.599977866191 2.93985644175173  19.475 19.711707410223376  20.20949775977344
2458415.5 2.598515269694 2.92731435222988 19.5998 19.705163074060724  20.20295342361079
2458416.5 2.597046270763 2.91469482594297 19.7231   19.6984610310343 20.196251380584364
2458417.5 2.595570883274 2.90199873214185 19.8449  19.69160111402969 20.189391463579756
2458418.5 2.594089121222 2.88922691035795 19.9651  19.68457996152095 20.182370311071015
2458419.5 2.592600998727 2.87638018728181 20.0837  19.67739735673934 20.175187706289407
2458420.5 2.591106530027 2.86345939927828 20.2007  19.67005307286933 20.167843422419395
2458421.5 2.589605729487 2.85046541790783  20.316 19.662543750856095  20.16033410040616
2458422.5 2.588098611596 2.83739917534991 20.4296 19.654869216516147 20.152659566066212
2458423.5 2.586585190969 2.82426168702156 20.5413 19.647023077711587 20.144813427261653
2458424.5 2.585065482346 2.81105406950935 20.6513  19.63901155238484 20.136801901934906
2458425.5 2.583539500599  2.7977775526408 20.7593 19.630825277305814  20.12861562685588
2458426.5 2.582007260724 2.78443348486262 20.8654  19.62246749792009 20.120257847470157
2458427.5 2.580468777851 2.77102333125466 20.9696 19.613938406533627 20.111728756083693
2458428.5 2.578924067239 2.75754866391409 21.0717 19.605232046618006 20.103022396168072
2458429.5 2.577373144277 2.74401114538968 21.1716 19.596345663738486  20.09413601328855
2458430.5 2.575816024488  2.7304125071763 21.2695 19.587285877293855  20.08507622684392
2458431.5 2.574252723527   2.716754526414 21.3651  19.57804380595141 20.075834155501475
2458432.5 2.572683257182 2.70303900423407 21.4585  19.56862301255132 20.066413362101386
2458433.5 2.571107641375 2.68926774844479 21.5496 19.559020859663438 20.056811209213503
2458434.5 2.569525892161 2.67544256180219 21.6384  19.54923780481832 20.047028154368384
2458435.5 2.567938025733  2.6615652356073 21.7247 19.539268118482802 20.037058468032868
2458436.5 2.566344058418 2.64763754731479 21.8087  19.52911841494199 20.026908764492056
2458437.5 2.564744006681 2.63366126038914 21.8901 19.518779865088085  20.01657021463815
2458438.5 2.563137887121 2.61963812468595  21.969 19.508255970612247 20.006046320162312
2458439.5 2.561525716479 2.60556987596168 22.0453  19.49754405554548 19.995334405095544
2458440.5 2.559907511631 2.59145823357824 22.1189  19.48664143685887 19.984431786408937
2458441.5 2.558283289595 2.57730489603763 22.1899  19.47555155924228 19.973341908792346
2458442.5 2.556653067526 2.56311153470546 22.2581 19.464268628033093  19.96205897758316
2458443.5 2.555016862721 2.54887978702313 22.3236  19.45279602910354 19.950586378653604
2458444.5 2.553374692618 2.53461125159474 22.3862 19.441127912584015  19.93891826213408
2458445.5 2.551726574797 2.52030748843333 22.4459  19.42926452853316 19.927054878083226
2458446.5 2.550072526982 2.50597002772509 22.5026 19.417203036088388 19.914993385638454
2458447.5 2.548412567042 2.49160038907687 22.5563  19.40494364297178 19.902733992521846
2458448.5 2.546746712993 2.47720011031306 22.6069 19.392483511053914  19.89027386060398
2458449.5 2.545074983002 2.46277078153864 22.6544  19.37982290237577 19.877613251925837
2458450.5 2.543397395386 2.44831407815124 22.6987   19.3669590978754 19.864749447425467
2458451.5 2.541713968618 2.43383178695053 22.7397  19.35388948104425 19.851679830594314
2458452.5 2.540024721328 2.41932582206342 22.7773 19.340611554712794  19.83840190426286
2458453.5 2.538329672307 2.40479823046543 22.8115 19.327125997067217 19.824916346617282
2458454.5 2.536628840506 2.39025118894118 22.8421   19.3134275161426 19.811217865692665
2458455.5  2.53492224504 2.37568699493404 22.8691 19.299517039386767 19.797307388936833
2458456.5 2.533209905193 2.36110805335958 22.8925  19.28539560514666 19.783185954696727
2458457.5 2.531491840413 2.34651686084344  22.912  19.27105521860625 19.768845568156316
2458458.5 2.529768070317 2.33191598849601 22.9278 19.256503200105055  19.75429354965512
2458459.5 2.528038614692 2.31730806434256 22.9396  19.24173172179365 19.739522071343714
2458460.5 2.526303493494 2.30269575668432 22.9474 19.226742151474593 19.724532501024658
2458461.5 2.524562726848 2.28808175967862 22.9512 19.211535905873376  19.70932625542344
2458462.5 2.522816335052  2.2734687821196 22.9508 19.196108355690324  19.69389870524039
2458463.5 2.521064338572 2.25885953980957 22.9462  19.18046099246818 19.678251342018246
2458464.5 2.519306758047 2.24425675122274 22.9373  19.16459229513593 19.662382644685994
2458465.5 2.517543614288 2.22966313559355  22.924 19.148500771753987 19.646291121304053
2458466.5 2.515774928278 2.21508141223794 22.9062 19.132184958967688 19.629975308517754
2458467.5 2.514000721173 2.20051429985541  22.884 19.115649512439283  19.61343986198935
2458468.5 2.512221014302  2.1859645147189 22.8571 19.098886935476433 19.596677285026498
2458469.5  2.51043582917 2.17143476701028 22.8256  19.08190193713669 19.579692286686754
2458470.5 2.508645187458 2.15692775512892 22.7893  19.06469010642339 19.562480455973457
2458471.5 2.506849111023 2.14244615868201 22.7482  19.04725313765488 19.545043487204946
2458472.5   2.5050476219 2.12799263211529 22.7022 19.029589681970798 19.527380031520863
2458473.5 2.503240742301 2.11356980240852 22.6512 19.011698390229657 19.509488739779723
2458474.5  2.50142849462 2.09918027531923 22.5952 18.993580973521226  19.49137132307129
2458475.5 2.499610901431   2.084826654188  22.534  18.97523305944496 19.473023408995026
2458476.5 2.497787985493 2.07051157230094 22.4675 18.956653383663504  19.45444373321357
2458477.5 2.495959769747 2.05623773461129 22.3958  18.93784690734145 19.435637256891514
2458478.5 2.494126277323  2.0420079598112 22.3186 18.918806500193917 19.416596849743982
2458479.5 2.492287531537 2.02782521265187  22.236 18.899537468333904  19.39732781788397
2458480.5 2.490443555895 2.01369262013046 22.1477 18.880033065372444  19.37782341492251
2458481.5 2.488594374096 1.99961347124442 22.0537 18.860295956349823  19.35808630589989
2458482.5 2.486740010029 1.98559120472887 21.9539 18.840325946315335   19.3381162958654
2458483.5 2.484880487778 1.97162939064176 21.8483 18.820126112043834   19.3179164615939
2458484.5 2.483015831619 1.95773171048351 21.7366 18.799690459657274  19.29748080920734
2458485.5 2.481146066028 1.94390193843608 21.6189 18.779025478088286  19.27681582763835
2458486.5 2.479271215674 1.93014392456582  21.495 18.758128543358087 19.255918892908152
2458487.5 2.477391305426 1.91646157991269 21.3648 18.737000235609564  19.23479058515963
2458488.5 2.475506360353 1.90285886316947 21.2284 18.715647453539994  19.21343780309006
2458489.5 2.473616405723 1.88933976881985 21.0856 18.694067901253113  19.19185825080318
2458490.5 2.471721467008 1.87590831684313 20.9362  18.67225934491934 19.170049694469405
2458491.5 2.469821569882 1.86256854419843 20.7804 18.650232090566558 19.148022440116623
2458492.5 2.467916740223  1.8493244981992  20.618  18.62798406544689 19.125774414996954
2458493.5 2.466007004118 1.83618023161991 20.4489 18.605516365161634   19.1033067147117
2458494.5 2.464092387857 1.82313979905452 20.2731 18.582833279338278 19.080623628888343
2458495.5 2.462172917943 1.81020725378876 20.0906 18.559939171754056 19.057729521304122
2458496.5 2.460248621086 1.79738664434519 19.9013  18.53683531787128 19.034625667421345
2458497.5 2.458319524209 1.78468200996531 19.7052  18.51352619252297 19.011316542073036
2458498.5 2.456385654447 1.77209737465376 19.5022 18.490013150665483  18.98780350021555
2458499.5 2.454447039151 1.75963674009816 19.2924  18.46630392722868 18.964094276778745
2458500.5 2.452503705885 1.74730407886541 19.0756 18.442396747487393  18.94018709703746
2458501.5 2.450555682431 1.73510333073142  18.852  18.41830260512712 18.916092954677186
2458502.5  2.44860299679 1.72303840643001 18.6215  18.39402296240621 18.891813311956277
2458503.5 2.446645677183 1.71111320350276 18.3841 18.369562515583727 18.867352865133793
2458504.5 2.444683752052 1.69933163684168 18.1398 18.344926046768403  18.84271639631847
2458505.5 2.442717250063 1.68769768120996 17.8887 18.320121723638376  18.81791207318844
2458506.5 2.440746200107 1.67621541628716 17.6307 18.295151437931338 18.792941787481404
2458507.5 2.438770631306 1.66488906105357 17.3659 18.270023815314392 18.767814164864458
2458508.5 2.436790573006 1.65372298726673 17.0944 18.244747784810148 18.742538134360213
2458509.5 2.434806054788  1.6427217100835 16.8162 18.219329267104623  18.71711961665469
2458510.5 2.432817106462 1.63188986195011 16.5314  18.19377768720218 18.691568036752244
2458511.5 2.430823758073 1.62123215915504 16.2401   18.1681026568502 18.665893006400264
2458512.5 2.428826039899  1.6107533688087 15.9424 18.142313907759206  18.64010425730927
2458513.5 2.426823982452 1.60045828028764 15.6385 18.116424576236156  18.61421492578622
2458514.5 2.424817616482 1.59035168193314 15.3286 18.090447835019393  18.58823818456946
2458515.5 2.422806972976 1.58043834200501 15.0128 18.064393426851044  18.56218377640111
2458516.5  2.42079208316 1.57072299238284 14.6915  18.03828111320363 18.536071462753696
2458517.5 2.418772978499 1.56121031373968 14.3648  18.01212029060809 18.509910640158157
2458518.5 2.416749690701 1.55190492142652 14.0332  17.98593370609761 18.483724055647677
2458519.5 2.414722251714 1.54281135181133  13.697 17.959736930551006 18.457527280101072
2458520.5 2.412690693733 1.53393404916422 13.3566 17.933548477784896  18.43133882733496
2458521.5 2.410655049195 1.52527735330821 13.0124 17.907386249898302 18.405176599448367
2458522.5 2.408615350784 1.51684548818367 12.6651  17.88127798164811 18.379068331198177
2458523.5 2.406571631432 1.50864255127854 12.3151 17.855240105485095  18.35303045503516
2458524.5 2.404523924319  1.5006725036755 11.9632 17.829302344533538 18.327092694083603
2458525.5 2.402472262873  1.4929391603873 11.6101  17.80349006946993 18.301280419019996
2458526.5 2.400416680773 1.48544618080001 11.2567   17.7778350600155 18.275625409565567
2458527.5 2.398357211952 1.47819705950359 10.9039  17.75236846553418 18.250158815084244
2458528.5  2.39629389059 1.47119511859713 10.5527 17.727124641049592 18.224914990599657
2458529.5 2.394226751125 1.46444350365372 10.2045 17.702152921085855  18.19994327063592
2458530.5 2.392155828247 1.45794518662023  9.8605   17.6774959176055 18.175286267155567
2458531.5 2.390081156901 1.45170297928187  9.5224 17.653216841827135   18.1510071913772
2458532.5  2.38800277229 1.44571955939573  9.1917 17.629373962628737 18.127164312178802
2458533.5 2.385920709876 1.43999750729621  8.8705 17.606053110491604  18.10384346004167
2458534.5 2.383835005379 1.43453934455457   8.561 17.583350241158143  18.08114059070821
2458535.5 2.381745694784 1.42934756172348  8.2654  17.56136877504165 18.059159124591716
2458536.5 2.379652814338 1.42442462371619  7.9865 17.540246015246737 18.038036364796803
2458537.5 2.377556400556 1.41977294959106   7.727 17.520125836288102 18.017916185838168
2458538.5 2.375456490218   1.415394873394  7.4902  17.50118914379214 17.998979493342205
2458539.5 2.373353120377 1.41129259791303  7.2791 17.483615118048853  17.98140546759892
2458540.5 2.371246328358  1.4074681518445  7.0971 17.467609894360105  17.96540024391017
2458541.5 2.369136151759 1.40392335590211  6.9472 17.453367844874876  17.95115819442494
2458542.5 2.367022628457 1.40065979864608  6.8325  17.44108897421428 17.938879323764347
2458543.5 2.364905796609  1.3976788201171  6.7555 17.430940823954433   17.9287311735045
