161.54812504889 -12.10335068302 1.000000e-01    4.594452e+11    3.014328e-11
161.54812504889 -12.10335068302 1.000000e-01    4.594452e+11    3.014328e-11
161.54812504889 -12.10335068302 1.000000e-01    4.594452e+11    3.014328e-11
161.54812504889 -12.10335068302 1.000000e-01    4.594452e+11    3.014328e-11
161.54812504889 -12.10335068302 1.000000e-01    4.594452e+11    3.014328e-11
161.54812504889 -12.10335068302 1.000000e-01    4.594452e+11    3.014328e-11
161.54812504889 -12.10335068302 1.000000e-01    4.594452e+11    3.014328e-11
161.54812504889 -12.10335068302 1.000000e-01    4.594452e+11    3.014328e-11
161.54812504889 -12.10335068302 1.000000e-01    4.594452e+11    3.014328e-11
161.54812504889 -12.10335068302 1.000000e-01    4.594452e+11    3.014328e-11
161.54456220099 -12.10153876360 1.000000e-01    4.416967e+11    2.846845e-11
161.54456242596 -12.10153846641 1.000000e-01    4.416967e+11    2.846845e-11
161.54456482814 -12.10153965603 1.000000e-01    4.416967e+11    2.846845e-11
161.54456146735 -12.10154047646 1.000000e-01    4.416967e+11    2.846845e-11
161.54456293120 -12.10153908364 1.000000e-01    4.416967e+11    2.846845e-11
161.54456194607 -12.10154100065 1.000000e-01    4.416967e+11    2.846845e-11
161.54456240868 -12.10154198201 1.000000e-01    4.416967e+11    2.846845e-11
161.54456479052 -12.10153958803 1.000000e-01    4.416967e+11    2.846845e-11
161.54456501117 -12.10153914773 1.000000e-01    4.416967e+11    2.846845e-11
161.54456388089 -12.10153921420 1.000000e-01    4.416967e+11    2.846845e-11
161.54391931722 -12.10123077788 1.000000e-01    4.402833e+11    2.833570e-11
161.54392124894 -12.10122878793 1.000000e-01    4.402833e+11    2.833570e-11
161.54391966336 -12.10122802934 1.000000e-01    4.402833e+11    2.833570e-11
161.54392016783 -12.10122794137 1.000000e-01    4.402833e+11    2.833571e-11
161.54391832028 -12.10122792676 1.000000e-01    4.402833e+11    2.833570e-11
161.54391759192 -12.10123086861 1.000000e-01    4.402833e+11    2.833571e-11
161.54392121565 -12.10122886304 1.000000e-01    4.402833e+11    2.833570e-11
161.54391937596 -12.10123123699 1.000000e-01    4.402833e+11    2.833571e-11
161.54391866399 -12.10122957742 1.000000e-01    4.402833e+11    2.833570e-11
161.54391818885 -12.10123129871 1.000000e-01    4.402833e+11    2.833570e-11
161.54321759161 -12.10089632302 1.000000e-01    4.388797e+11    2.820397e-11
161.54321590604 -12.10089431902 1.000000e-01    4.388797e+11    2.820397e-11
161.54321728210 -12.10089268538 1.000000e-01    4.388797e+11    2.820397e-11
161.54321865167 -12.10089288101 1.000000e-01    4.388797e+11    2.820397e-11
161.54321810535 -12.10089294823 1.000000e-01    4.388797e+11    2.820397e-11
161.54321495588 -12.10089495406 1.000000e-01    4.388797e+11    2.820397e-11
161.54321720930 -12.10089632596 1.000000e-01    4.388797e+11    2.820397e-11
161.54321630838 -12.10089623836 1.000000e-01    4.388797e+11    2.820397e-11
161.54321581387 -12.10089655211 1.000000e-01    4.388797e+11    2.820397e-11
