#        RA [deg]       Dec [deg]  beta    #n scale factor   tot flux [Jy]
159.68289548570 -11.25132771384 2.858961e-02    4.090038e+07    6.280182e-14
159.47780012470 -11.13878747891 1.787683e-01    4.090038e+07    1.576275e-15
159.68718068249 -11.25367907296 2.549018e-02    4.090038e+07    7.903380e-14
159.54336677135 -11.17476107984 1.303536e-01    4.090038e+07    2.982583e-15
159.70217396207 -11.26190869332 1.466208e-02    4.090038e+07    2.391996e-13
159.39737556873 -11.09465580096 2.386808e-01    4.090038e+07    8.776927e-16
159.59559834905 -11.20342846074 9.205570e-02    4.090038e+07    6.009256e-15
159.32111601903 -11.05281506962 2.960339e-01    4.090038e+07    5.665149e-16
159.25523170335 -11.01667487485 3.460135e-01    4.090038e+07    4.121280e-16
159.62431093253 -11.21918002046 7.110865e-02    4.090038e+07    1.009763e-14
159.65788723531 -11.23760748651 4.670293e-02    4.090038e+07    2.348061e-14
159.49175840372 -11.14644738928 1.684257e-01    4.090038e+07    1.778100e-15
159.48282655893 -11.14154931298 1.750388e-01    4.090038e+07    1.644925e-15
159.53920278802 -11.17248103765 1.334128e-01    4.090038e+07    2.846275e-15
159.71780823266 -11.27048716399 3.391124e-03    4.090038e+07    4.477986e-12
159.59636807317 -11.20385070227 9.149286e-02    4.090038e+07    6.083849e-15
159.52254023513 -11.16333742036 1.456906e-01    4.090038e+07    2.383102e-15
159.56612079950 -11.18724815768 1.136411e-01    4.090038e+07    3.932568e-15
159.29851849134 -11.04042264705 3.131330e-01    4.090038e+07    5.052658e-16
159.61659749096 -11.21494742571 7.672891e-02    4.090038e+07    8.666420e-15
159.27125336256 -11.02546583845 3.338280e-01    4.090038e+07    4.434292e-16
159.65440130267 -11.23569438765 4.923065e-02    4.090038e+07    2.112459e-14
159.39899558068 -11.09555001447 2.374643e-01    4.090038e+07    8.868422e-16
159.25642425032 -11.01732917564 3.451053e-01    4.090038e+07    4.143465e-16
159.40375991989 -11.09816553789 2.339013e-01    4.090038e+07    9.144706e-16
159.19489913134 -10.98357821183 3.921401e-01    4.090038e+07    3.190621e-16
159.32560693111 -11.05528693264 2.926384e-01    4.090038e+07    5.799808e-16
159.39306330348 -11.09229486279 2.419100e-01    4.090038e+07    8.540744e-16
159.23468495422 -11.00540224251 3.616871e-01    4.090038e+07    3.764568e-16
159.64529069691 -11.23069247012 5.584636e-02    4.090038e+07    1.640243e-14
159.39537848100 -11.09355948599 2.401773e-01    4.090038e+07    8.666286e-16
159.56869229482 -11.18866473293 1.117525e-01    4.090038e+07    4.067571e-15
159.26081749069 -11.01973804331 3.417657e-01    4.090038e+07    4.226572e-16
159.43997036624 -11.11802792940 2.068754e-01    4.090038e+07    1.172939e-15
159.63910085376 -11.22729742099 6.034664e-02    4.090038e+07    1.403931e-14
159.65070482881 -11.23366347793 5.191563e-02    4.090038e+07    1.898963e-14
159.30447282768 -11.04368388820 3.086258e-01    4.090038e+07    5.204207e-16
159.71259224127 -11.26762440555 7.149311e-03    4.090038e+07    1.007014e-12
159.20188997923 -10.98741573977 3.867797e-01    4.090038e+07    3.281828e-16
159.72244015009 -11.27302930504 5.620145e-05    4.090038e+07    1.631015e-08
159.45438228223 -11.12594119784 1.961525e-01    4.090038e+07    1.306426e-15
159.69923549673 -11.26029505315 1.678200e-02    4.090038e+07    1.825358e-13
159.29962376306 -11.04103335986 3.122928e-01    4.090038e+07    5.080410e-16
159.49490322666 -11.14817450122 1.661019e-01    4.090038e+07    1.828731e-15
159.26080186085 -11.01973146344 3.417722e-01    4.090038e+07    4.226408e-16
159.72118706619 -11.27234155293 9.579930e-04    4.090038e+07    5.612790e-11
159.60098976861 -11.20638290969 8.811931e-02    4.090038e+07    6.561369e-15
159.72156236286 -11.27254751414 6.878379e-04    4.090038e+07    1.088795e-10
159.66639198823 -11.24227329480 4.053578e-02    4.090038e+07    3.119305e-14
159.38159290080 -11.08600282597 2.505081e-01    4.090038e+07    7.956043e-16
159.71976900477 -11.27156370703 1.979031e-03    4.090038e+07    1.315049e-11
159.60652388771 -11.20942210076 8.407825e-02    4.090038e+07    7.210903e-15
159.43319687909 -11.11431174923 2.119213e-01    4.090038e+07    1.117048e-15
159.36891350173 -11.07904851672 2.600215e-01    4.090038e+07    7.375815e-16
159.67584959217 -11.24746221800 3.368578e-02    4.090038e+07    4.520814e-14
159.26176686766 -11.02025286780 3.410434e-01    4.090038e+07    4.244871e-16
159.71899038169 -11.27113594448 2.540063e-03    4.090038e+07    7.982291e-12
159.65669108092 -11.23695053127 4.757081e-02    4.090038e+07    2.262920e-14
159.71696154713 -11.27002276651 4.001276e-03    4.090038e+07    3.216174e-12
159.32434442707 -11.05458831871 2.935940e-01    4.090038e+07    5.761434e-16
159.71543983039 -11.26918805900 5.096890e-03    4.090038e+07    1.981828e-12
159.38646025745 -11.08867394562 2.468564e-01    4.090038e+07    8.196880e-16
159.47602133021 -11.13781418846 1.800866e-01    4.090038e+07    1.553026e-15
159.65786636640 -11.23759482971 4.671873e-02    4.090038e+07    2.346469e-14
159.53643366014 -11.17095689970 1.354532e-01    4.090038e+07    2.760468e-15
159.60264937162 -11.20729770004 8.690477e-02    4.090038e+07    6.747076e-15
159.54058715961 -11.17324085171 1.323962e-01    4.090038e+07    2.890522e-15
159.69983367784 -11.26062267781 1.635131e-02    4.090038e+07    1.922889e-13
159.20524679092 -10.98925270077 3.842118e-01    4.090038e+07    3.326891e-16
159.30649472342 -11.04480208431 3.070900e-01    4.090038e+07    5.257389e-16
159.62119994966 -11.21747343681 7.337384e-02    4.090038e+07    9.481091e-15
159.61268330067 -11.21279902124 7.958283e-02    4.090038e+07    8.053104e-15
159.72127650384 -11.27239092353 8.937351e-04    4.090038e+07    6.448955e-11
159.54841320957 -11.17753238230 1.266400e-01    4.090038e+07    3.161539e-15
159.55377876600 -11.18047750537 1.227004e-01    4.090038e+07    3.369475e-15
159.36497508420 -11.07688453933 2.629855e-01    4.090038e+07    7.207851e-16
159.70130651752 -11.26143313823 1.528793e-02    4.090038e+07    2.199986e-13
159.69191239167 -11.25627693397 2.207017e-02    4.090038e+07    1.054713e-13
159.64587795458 -11.23101425451 5.542008e-02    4.090038e+07    1.665662e-14
159.44531970802 -11.12096594281 2.028936e-01    4.090038e+07    1.220034e-15
159.70914474829 -11.26573332340 9.633520e-03    4.090038e+07    5.544438e-13
159.30735485482 -11.04527335965 3.064375e-01    4.090038e+07    5.280227e-16
159.46481540967 -11.13166007132 1.883994e-01    4.090038e+07    1.417532e-15
159.70377935124 -11.26278939389 1.350423e-02    4.090038e+07    2.820170e-13
159.70266763324 -11.26217799425 1.430568e-02    4.090038e+07    2.512781e-13
159.66463779586 -11.24131072341 4.180759e-02    4.090038e+07    2.931940e-14
159.33854056542 -11.06238435301 2.828822e-01    4.090038e+07    6.214250e-16
159.44951590344 -11.12326829812 1.997683e-01    4.090038e+07    1.258995e-15
159.47722055218 -11.13846946773 1.791989e-01    4.090038e+07    1.568625e-15
159.60326150137 -11.20762927811 8.645802e-02    4.090038e+07    6.817367e-15
159.59859970280 -11.20506989602 8.986482e-02    4.090038e+07    6.307570e-15
